TDS,Turbidity,pH,Temperature,Humidity,Result
419.21,99.38,3.89,70.0,55.56,Medium
372.0,45.51,2.86,90.4,1.61,Medium
193.47,17.87,1.1,98.08,77.17,Medium
82.37,43.23,6.8,33.43,72.44,Medium
31.86,78.29,2.55,94.0,34.97,Medium
53.57,2.54,7.81,18.57,87.97,Medium
293.77,19.34,2.2,28.83,31.07,Medium
152.51,43.9,3.15,19.2,3.33,Medium
480.38,30.15,6.37,51.74,47.1,Medium
124.66,71.02,2.26,20.64,71.34,Low
454.25,56.79,0.03,92.98,95.74,Medium
144.23,47.37,6.2,60.53,83.44,Medium
25.52,50.68,2.39,34.46,77.89,Medium
5.49,73.78,3.12,43.85,90.38,Medium
489.0,23.52,5.42,24.67,36.75,Medium
285.08,81.3,4.13,26.9,69.43,Medium
131.57,16.62,0.68,51.64,14.73,Medium
358.34,52.23,7.2,91.41,11.49,Medium
170.66,76.5,6.63,87.59,66.93,Medium
72.36,60.24,2.17,61.51,57.2,Medium
308.69,33.49,1.04,95.82,34.69,Medium
454.75,27.97,3.76,97.73,81.36,Medium
470.65,91.11,3.45,61.02,66.65,Medium
56.95,92.28,0.5,56.66,13.22,Medium
199.45,2.28,6.16,2.7,67.54,Medium
438.08,44.56,6.42,3.45,95.25,Medium
413.74,15.18,3.81,20.83,35.35,Medium
69.63,22.28,0.84,39.95,61.37,Medium
269.84,48.01,0.06,61.5,52.9,Medium
173.83,89.8,1.13,58.3,45.88,Medium
233.97,14.91,7.35,59.13,28.05,Medium
334.98,29.17,7.81,32.14,85.94,Medium
177.75,15.59,4.15,68.16,28.89,Medium
138.26,44.1,6.39,21.71,28.85,Medium
455.01,99.54,5.49,5.46,46.0,Medium
397.37,67.97,3.45,71.15,6.2,Medium
35.29,14.75,1.81,15.08,79.09,Medium
225.38,83.34,0.94,82.98,70.9,Medium
387.16,33.95,3.06,29.35,98.09,Medium
83.91,90.63,2.27,47.58,25.75,Medium
187.0,64.6,2.26,17.46,10.73,Medium
76.96,35.7,1.19,57.63,94.19,Medium
366.32,82.85,2.84,22.29,71.29,Medium
101.21,10.1,4.56,94.7,52.84,Medium
417.85,62.3,6.93,56.36,84.56,Medium
274.47,21.27,7.23,88.6,15.65,Medium
379.46,1.46,3.51,20.39,62.73,Medium
288.86,59.14,3.52,48.09,12.38,Medium
241.21,46.28,0.5,38.48,45.46,Medium
33.43,99.12,4.18,32.47,27.69,Medium
454.07,77.66,0.86,98.23,69.49,Medium
489.51,49.05,6.15,95.66,62.42,Medium
320.87,19.21,1.43,20.99,66.66,Medium
135.41,26.25,6.7,92.01,6.87,Medium
467.46,51.7,0.4,86.1,93.52,Medium
230.09,11.11,1.77,91.5,75.45,Medium
130.91,3.4,0.65,58.18,44.92,Medium
27.02,32.72,5.88,38.41,33.57,Medium
422.73,83.08,7.32,60.85,60.34,Medium
333.34,49.04,1.61,15.73,49.23,Medium
122.49,36.46,1.41,66.87,72.48,Medium
471.32,59.2,4.77,19.76,79.1,Medium
477.41,68.84,6.99,96.04,59.58,Medium
7.74,78.1,3.18,77.95,9.32,Medium
117.32,35.67,5.06,61.32,77.77,Medium
110.61,35.54,5.67,19.62,6.18,Medium
168.2,49.53,7.31,28.16,41.09,Medium
255.69,9.93,2.92,11.88,96.97,Medium
432.29,56.72,0.92,55.71,99.52,Medium
291.61,51.78,2.88,88.59,21.92,Medium
490.71,1.79,1.56,78.37,77.05,Medium
240.56,13.53,2.08,13.02,76.44,Medium
115.39,45.21,7.33,38.65,64.42,Medium
315.09,9.02,7.16,16.36,76.74,Medium
97.05,96.3,2.3,99.56,53.11,Medium
85.68,21.82,0.2,45.6,87.13,Medium
401.23,42.73,4.11,70.07,23.45,Medium
190.33,39.87,6.4,61.62,88.44,Medium
375.37,79.77,6.65,26.37,21.74,Medium
145.6,41.69,0.06,0.69,73.59,Medium
85.12,92.86,1.32,61.08,67.57,Medium
93.33,34.42,1.23,85.2,61.04,Medium
464.61,77.31,3.18,11.48,23.29,Medium
334.96,42.89,3.51,4.61,20.08,Medium
298.9,22.66,1.74,16.2,78.64,Medium
223.67,65.28,2.52,27.31,32.24,Medium
106.14,19.7,6.65,67.69,96.48,Medium
401.43,50.01,4.34,12.96,49.16,Medium
451.56,71.28,7.37,82.35,3.52,Medium
85.86,23.45,0.54,17.33,86.86,Medium
458.7,71.8,5.82,13.94,24.03,Medium
457.83,61.45,1.95,93.72,26.26,Medium
99.41,27.03,1.43,82.78,40.99,Medium
151.73,19.59,2.97,16.9,59.88,Medium
110.36,22.96,4.98,1.76,73.34,Medium
468.78,49.19,7.87,79.35,66.99,Medium
447.68,67.36,1.81,22.66,5.14,Low
376.55,31.78,7.08,70.07,67.89,Medium
455.79,2.67,7.44,45.99,78.14,Medium
422.34,71.59,5.48,95.78,26.16,Medium
86.29,50.13,0.84,79.74,46.15,Medium
264.06,87.75,2.62,84.04,72.75,Medium
304.65,98.91,4.9,14.38,57.46,Medium
198.52,20.06,5.1,41.51,35.58,Medium
355.04,72.57,2.23,76.0,91.45,Medium
313.86,37.88,3.26,71.6,85.01,Medium
1.47,31.07,7.25,74.86,17.64,Medium
295.46,86.03,3.62,82.7,58.55,Medium
375.02,2.94,7.98,30.43,22.51,Medium
349.44,87.63,1.1,99.85,99.56,Medium
232.55,63.97,3.21,72.07,80.08,Medium
477.66,88.7,1.19,36.38,82.87,Medium
479.12,38.43,3.16,96.76,35.45,Medium
262.16,0.76,0.41,54.92,46.85,Medium
358.12,16.26,0.79,89.64,6.89,Medium
68.35,74.26,2.34,98.35,20.86,Medium
195.82,65.5,4.28,50.39,91.96,Medium
465.1,52.06,4.61,93.96,86.14,Medium
192.41,43.56,3.22,83.75,57.82,Medium
313.15,70.88,3.39,87.58,52.56,Medium
404.59,76.93,7.88,94.71,5.91,Medium
430.97,20.65,1.62,38.35,40.51,Medium
347.94,3.37,0.13,94.98,24.33,Medium
473.21,94.91,6.8,10.96,94.14,Medium
322.13,40.96,7.44,6.69,90.68,Medium
304.75,38.29,0.96,37.42,43.7,Medium
371.82,32.81,7.02,77.43,17.16,Medium
397.81,80.89,4.64,63.65,48.24,Medium
237.42,20.15,4.19,85.55,70.0,Medium
335.02,33.19,7.51,49.27,80.19,Medium
98.07,24.57,7.44,87.37,81.15,Medium
153.73,79.19,5.75,73.62,50.89,Medium
431.37,88.73,5.73,2.19,17.42,Medium
387.04,56.0,1.61,84.19,34.71,Medium
125.6,55.41,2.71,67.02,30.03,Medium
367.34,79.13,1.37,75.79,28.12,Medium
344.77,15.27,4.15,23.22,6.31,Medium
3.83,62.37,7.66,51.05,95.38,Medium
382.69,57.92,3.29,35.9,33.22,Medium
215.74,78.86,4.92,66.72,17.13,Medium
472.91,13.81,2.44,29.6,84.45,Medium
420.78,24.2,2.35,45.56,78.18,Medium
32.34,93.97,3.94,13.81,57.6,Medium
319.9,80.94,1.31,72.99,63.64,Medium
9.27,80.44,1.46,66.99,4.63,Medium
372.56,12.35,3.45,20.81,99.31,Medium
237.45,90.74,1.28,48.26,54.77,Medium
19.62,29.76,7.52,39.48,51.16,Medium
224.98,25.87,6.63,98.39,63.77,Medium
395.37,36.41,7.63,21.75,86.06,Medium
331.51,55.06,5.91,30.81,71.72,Medium
328.88,32.22,1.78,77.98,47.49,Medium
75.82,60.82,3.0,90.6,17.68,Medium
352.46,3.84,5.92,39.62,55.28,Medium
396.68,60.2,5.29,72.16,56.08,Medium
197.2,22.42,6.55,57.13,11.95,Medium
345.22,66.19,4.2,27.62,24.06,Medium
328.68,12.01,1.65,75.89,89.43,Medium
41.49,91.73,0.7,29.97,70.7,Low
16.62,91.56,2.65,39.98,1.78,Medium
166.79,61.54,0.09,53.71,22.6,Medium
323.79,64.44,1.82,68.27,40.3,Medium
66.26,89.4,2.83,94.45,13.97,Medium
491.07,81.88,4.55,90.05,8.85,Medium
424.23,21.71,7.18,47.47,85.28,Medium
180.49,56.88,3.0,38.29,40.9,Medium
213.86,28.42,5.83,61.96,47.02,Medium
186.63,83.31,5.71,56.63,60.63,Medium
419.72,46.35,2.44,29.51,16.67,Medium
345.65,38.38,1.05,61.61,38.76,Medium
431.93,84.29,1.5,94.69,31.25,Medium
232.01,41.27,0.09,52.98,44.87,Medium
249.2,58.61,6.5,28.62,74.45,Medium
365.82,54.28,2.85,32.32,50.98,Medium
80.82,52.37,7.53,15.66,55.96,Medium
126.69,79.57,4.06,24.54,76.37,Low
275.67,98.81,2.55,81.21,57.57,Medium
395.1,93.42,5.55,44.35,86.39,Medium
47.65,1.35,0.25,23.8,30.07,Low
26.06,41.09,4.08,59.36,59.38,Medium
466.38,49.79,6.25,88.42,18.79,Medium
463.81,57.69,0.95,34.17,36.69,Medium
84.73,97.28,5.09,73.44,59.9,Medium
465.3,82.09,6.83,80.77,51.07,Medium
233.7,38.27,0.9,72.72,85.45,Medium
420.73,59.36,4.67,59.3,42.1,Medium
6.83,88.75,3.9,95.74,17.3,Medium
219.52,73.62,1.87,70.04,47.55,Medium
463.59,90.68,5.82,85.32,27.88,Medium
97.83,42.62,3.86,38.09,21.97,Medium
347.89,63.02,0.43,8.42,44.25,Medium
125.9,33.41,3.52,57.27,44.27,Medium
331.9,25.11,1.03,8.66,21.47,Medium
262.06,7.8,5.61,16.47,23.31,Medium
98.23,23.47,3.7,76.16,5.28,Medium
408.13,26.18,2.83,46.9,26.9,Medium
149.21,5.03,7.86,45.36,33.92,Medium
201.82,83.42,2.89,76.89,27.36,Medium
472.57,90.48,2.91,36.54,7.26,Medium
182.26,53.03,1.84,27.97,91.74,Low
297.84,62.74,2.52,38.47,50.85,Medium
420.65,24.71,5.87,47.82,97.81,Medium
3.57,5.16,2.21,84.37,84.9,Medium
214.82,83.65,6.06,39.36,21.59,Medium
434.8,61.92,2.28,46.29,91.36,Medium
199.79,10.83,4.79,23.81,48.5,Medium
277.1,87.52,2.52,11.91,61.75,Medium
182.08,38.45,5.25,4.57,8.44,Medium
335.53,45.08,7.58,39.78,55.96,Medium
118.26,34.13,5.16,73.73,68.16,Medium
380.55,22.51,3.11,38.99,32.82,Medium
309.29,8.73,7.27,32.8,44.11,Medium
240.23,98.24,6.91,1.66,30.51,Medium
308.29,19.1,0.22,94.09,35.06,Medium
283.18,3.85,1.05,49.82,57.79,Medium
393.14,18.85,2.18,99.88,60.96,Medium
166.73,68.18,0.64,89.51,7.31,Medium
100.21,88.13,3.1,84.01,62.15,Medium
191.79,53.53,6.81,21.51,57.71,Low
150.02,75.0,4.48,74.16,85.39,Medium
212.75,63.02,1.05,59.37,67.25,Medium
63.7,70.68,6.62,72.07,96.6,Medium
110.83,64.04,5.17,19.55,37.93,Medium
150.92,49.1,7.1,65.19,10.13,Medium
497.94,8.0,0.98,69.56,75.96,Medium
308.35,21.88,0.62,64.62,69.47,Medium
128.65,39.48,2.3,19.76,91.09,Medium
482.9,14.81,0.78,57.38,37.96,Medium
90.05,10.17,0.77,98.26,19.5,Medium
248.15,49.53,3.13,81.36,5.41,Medium
236.72,3.7,7.66,45.94,19.36,Medium
116.77,68.8,3.1,33.59,29.94,Medium
146.14,56.43,2.77,13.44,71.41,Medium
297.93,5.55,2.22,42.56,56.15,Medium
85.89,79.91,6.09,3.43,22.5,Medium
197.0,63.12,3.15,29.19,49.48,Low
181.98,22.74,3.29,47.52,27.01,Medium
116.16,70.04,4.51,27.01,67.92,Low
68.43,33.62,2.19,95.32,77.19,Medium
104.94,5.2,6.49,37.27,74.82,Medium
20.53,91.39,7.64,93.33,44.61,Medium
210.06,65.02,7.4,52.77,69.8,Medium
385.13,26.51,2.57,24.8,74.28,Medium
475.91,21.83,2.4,53.78,3.95,Medium
133.62,97.6,3.99,60.82,28.84,Medium
375.84,25.32,0.4,36.58,79.24,Medium
0.6,69.77,3.59,81.42,63.52,Medium
77.06,17.37,6.24,69.22,36.14,Medium
92.1,88.63,5.16,15.5,12.83,Medium
202.09,2.49,3.94,89.55,84.72,Medium
391.74,0.19,6.18,46.61,69.48,Medium
35.32,66.86,4.4,2.7,85.92,Medium
449.79,91.76,7.27,98.41,79.58,Medium
80.47,15.69,2.48,81.37,98.27,Medium
125.56,9.69,0.6,77.79,84.37,Medium
468.97,1.44,6.47,39.61,99.72,Medium
416.5,91.23,0.51,30.14,87.28,Medium
132.08,95.57,3.75,0.15,82.29,Medium
350.17,95.86,6.72,47.4,63.58,Medium
428.48,54.18,6.33,91.52,39.84,Medium
298.58,8.59,5.82,67.93,16.97,Medium
47.91,21.77,3.03,61.43,6.23,Medium
76.37,63.76,3.95,43.31,21.93,Medium
450.9,64.03,0.34,56.61,98.36,Medium
350.29,33.21,3.32,18.08,53.81,Medium
109.51,30.59,2.58,79.02,76.9,Medium
70.44,54.39,5.44,34.02,45.19,Medium
475.55,40.5,4.67,30.02,22.4,Medium
162.33,36.18,1.22,19.4,38.32,Medium
440.27,21.5,1.48,90.34,51.88,Medium
422.12,38.48,3.8,91.01,32.99,Medium
48.66,14.8,2.69,37.31,12.74,Medium
177.92,52.67,5.63,36.74,23.26,Medium
162.67,89.68,7.47,83.59,10.1,Medium
399.15,83.57,6.98,50.85,14.3,Medium
155.11,67.72,2.31,54.64,0.06,Medium
165.6,11.79,4.72,6.88,97.0,Medium
90.98,34.29,1.48,60.77,17.52,Medium
396.79,70.87,3.69,12.62,89.0,Medium
116.99,97.11,6.5,3.27,84.01,Medium
386.16,12.09,7.0,98.19,62.56,Medium
232.76,63.62,7.63,81.23,49.97,Medium
180.8,32.49,1.19,66.16,3.69,Medium
404.0,29.54,0.39,57.56,73.72,Medium
305.55,45.71,4.26,66.3,95.37,Medium
373.09,21.92,3.65,75.78,48.45,Medium
474.95,37.2,6.79,90.91,91.57,Medium
396.75,30.06,6.55,81.06,1.59,Medium
366.85,9.1,7.8,95.77,93.11,Medium
97.18,24.29,4.05,96.39,52.64,Medium
13.32,63.52,6.3,22.5,17.85,Medium
363.75,17.91,5.14,2.38,34.15,Medium
216.82,98.78,7.15,16.02,0.52,Medium
126.16,72.91,6.0,67.97,26.91,Medium
119.83,68.53,2.31,46.55,38.81,Medium
439.94,34.33,4.95,24.16,14.86,Medium
301.59,14.29,0.53,4.29,19.11,Medium
454.99,50.95,1.12,46.07,77.09,Medium
201.61,38.5,5.92,71.44,36.61,Medium
57.58,29.76,1.64,4.35,76.11,Medium
354.5,51.24,2.34,12.52,72.95,Medium
86.17,93.66,4.6,76.49,49.47,Medium
132.14,71.85,7.41,83.74,61.09,Medium
37.92,49.23,2.05,25.99,36.44,Medium
96.52,93.29,2.09,53.57,60.73,Medium
349.5,11.17,7.67,63.38,50.68,Medium
7.72,37.47,3.44,72.2,23.62,Medium
54.42,92.35,5.71,35.24,5.67,Medium
78.11,85.76,3.08,6.87,31.6,Medium
318.16,26.82,6.83,64.41,18.11,Medium
490.02,0.53,6.65,20.19,95.26,Low
50.44,51.83,5.41,27.29,82.83,Low
68.21,71.47,4.64,69.7,61.79,Medium
183.13,60.59,6.16,62.23,11.94,Medium
362.89,17.26,3.71,89.54,18.46,Medium
94.02,19.2,5.16,65.26,46.58,Medium
381.77,40.36,2.59,58.72,4.17,Medium
281.23,55.96,4.69,44.86,46.56,Medium
201.71,63.97,2.54,52.59,74.75,Medium
212.04,41.25,2.22,26.39,21.08,Medium
233.75,63.69,3.81,2.36,32.75,Medium
126.97,67.74,3.95,71.02,71.74,Medium
226.28,78.74,0.32,41.72,36.72,Medium
117.9,8.36,6.92,43.62,67.35,Medium
215.61,75.92,5.24,36.61,88.28,Medium
360.45,7.87,1.05,69.55,8.5,Medium
481.11,14.88,4.5,48.56,11.51,Medium
198.63,37.07,2.7,11.35,57.69,Medium
43.06,45.02,4.34,93.1,53.28,Medium
151.89,9.39,1.67,26.79,95.89,Low
125.1,71.81,6.02,79.74,10.02,Medium
8.48,48.35,6.96,76.92,49.23,Medium
114.06,0.54,6.88,14.44,23.08,Medium
37.18,61.36,1.99,34.06,0.55,Medium
117.25,2.68,6.86,51.66,42.69,Medium
174.44,13.95,5.35,65.32,34.69,Medium
225.47,83.32,3.79,57.9,87.49,Medium
139.89,64.57,1.75,71.07,41.73,Medium
156.82,58.02,6.7,67.84,15.19,Medium
477.37,68.38,3.72,98.2,77.03,Medium
320.08,0.3,3.76,53.56,57.84,Medium
244.02,40.84,7.47,89.99,16.48,Medium
76.11,15.29,5.44,82.12,0.18,Medium
37.37,86.02,5.52,93.19,54.92,Medium
175.42,1.46,7.19,0.16,89.49,Medium
250.85,21.77,1.58,23.7,34.56,Medium
481.49,46.66,3.2,27.65,1.59,Medium
27.75,40.04,3.53,39.44,40.33,Medium
333.09,81.46,6.49,76.14,75.78,Medium
345.02,61.62,6.43,95.04,42.41,Medium
251.62,14.64,3.89,32.28,29.63,Medium
74.25,45.8,3.7,30.27,92.51,Medium
133.39,96.91,4.51,82.33,9.5,Medium
366.45,7.28,6.62,11.8,25.4,Medium
46.66,0.37,7.08,21.73,44.18,Good
274.22,64.23,7.88,59.65,48.1,Medium
335.02,45.46,1.31,49.01,69.15,Medium
252.65,21.51,2.59,1.4,58.22,Medium
329.58,55.06,7.66,76.17,14.74,Medium
106.89,95.89,3.17,72.42,62.35,Medium
227.82,78.29,7.28,15.58,72.26,Medium
297.47,5.09,0.06,58.55,25.62,Medium
98.77,21.19,1.84,12.44,26.05,Medium
89.95,51.43,1.8,37.26,27.96,Medium
125.55,12.09,1.36,38.69,86.44,Medium
446.37,68.09,3.57,59.11,7.43,Medium
50.37,58.24,7.96,6.12,65.66,Medium
99.72,68.7,1.47,38.77,2.24,Medium
8.52,85.82,2.43,60.11,2.51,Medium
425.5,5.43,0.71,52.09,20.96,Medium
209.22,80.92,4.63,72.3,29.58,Medium
393.08,17.66,2.9,36.46,69.34,Medium
316.13,56.33,3.89,74.84,4.27,Medium
87.62,0.45,6.71,70.62,29.46,Medium
99.55,6.65,4.36,55.67,25.13,Medium
32.22,4.57,1.1,67.88,25.52,Medium
8.44,92.94,7.28,58.31,34.88,Medium
240.25,88.74,0.05,73.37,53.39,Medium
164.46,49.45,2.68,92.48,62.91,Medium
381.29,40.49,2.92,32.96,38.01,Medium
350.83,33.46,1.11,37.31,0.88,Medium
147.78,86.77,2.17,94.34,27.74,Medium
139.45,78.6,7.8,14.35,37.56,Medium
454.94,44.76,1.86,99.65,55.14,Medium
129.62,57.26,3.41,88.82,9.71,Medium
107.53,53.35,5.81,73.83,85.02,Medium
328.1,67.06,6.01,78.05,98.18,Medium
425.09,68.34,3.72,78.01,47.72,Medium
63.94,58.78,0.13,11.16,41.18,Medium
194.78,20.35,6.06,37.49,99.88,Medium
283.24,42.84,3.21,34.05,94.07,Medium
76.92,65.24,7.98,77.6,22.89,Medium
315.55,46.11,6.8,21.12,87.63,Medium
192.46,27.84,5.03,49.86,52.73,Medium
323.41,41.08,6.13,78.9,38.9,Medium
321.43,77.48,2.69,13.23,70.01,Medium
314.25,90.3,5.81,14.86,88.74,Medium
305.29,13.24,1.17,29.98,66.31,Medium
18.92,42.01,7.96,22.85,82.2,Medium
136.02,71.39,0.64,68.85,61.87,Medium
75.84,55.42,1.28,4.65,42.61,Medium
411.49,87.81,4.72,63.03,50.84,Medium
177.32,4.15,6.63,4.36,71.7,Medium
441.25,71.02,6.55,12.37,46.3,Medium
217.35,30.0,3.54,69.32,37.79,Medium
12.24,8.38,7.26,37.82,67.02,Medium
28.35,26.92,7.0,38.75,11.04,Medium
300.09,9.08,2.05,40.69,48.83,Medium
198.54,50.28,2.65,15.94,7.32,Medium
78.49,31.54,4.38,12.84,80.99,Medium
40.71,35.95,2.16,59.17,18.37,Medium
197.21,0.87,4.49,24.44,84.83,Low
156.62,54.28,7.26,3.16,61.46,Medium
482.5,78.15,1.83,0.24,17.39,Medium
160.67,85.85,3.2,55.47,33.51,Medium
230.64,72.18,7.45,87.55,89.03,Medium
118.18,97.11,6.9,39.16,34.83,Medium
275.45,44.52,4.33,64.75,23.51,Medium
320.65,43.11,7.3,39.84,40.54,Medium
306.62,7.14,4.99,76.76,25.38,Medium
294.1,50.46,6.26,62.65,80.3,Medium
432.17,1.55,7.16,61.84,64.84,Medium
340.62,11.94,7.21,25.29,10.28,Medium
452.58,86.53,1.99,19.39,77.86,Medium
298.93,33.02,5.03,67.68,66.28,Medium
343.71,46.92,6.54,12.37,99.24,Medium
43.83,63.15,2.33,18.46,96.54,Medium
134.19,78.86,2.92,51.54,14.8,Medium
352.27,98.48,3.33,4.58,20.72,Medium
338.84,8.33,0.96,69.41,65.82,Medium
226.66,1.41,3.74,9.5,83.33,Medium
482.35,99.74,3.58,59.98,77.04,Medium
175.8,86.81,4.47,36.44,15.96,Medium
386.24,27.23,4.03,92.67,52.09,Medium
139.13,7.1,6.99,60.23,94.36,Medium
389.95,7.66,0.64,34.96,38.73,Medium
108.88,66.61,4.01,20.1,46.92,Low
282.79,57.6,3.54,30.79,53.58,Medium
131.67,52.58,6.05,96.22,0.66,Medium
249.97,14.57,0.01,47.16,69.37,Medium
34.63,29.08,2.14,52.37,75.75,Medium
130.59,25.27,7.31,14.4,81.82,Medium
104.81,38.55,1.47,43.56,95.53,Medium
271.95,18.76,4.89,0.21,33.3,Medium
1.56,55.26,2.91,31.54,25.26,Medium
1.41,62.53,4.41,61.34,77.75,Medium
344.08,82.45,6.59,17.6,12.9,Medium
52.3,68.79,0.25,33.44,51.73,Medium
336.92,29.45,1.44,92.8,39.7,Medium
444.82,14.38,2.25,83.22,29.89,Medium
311.28,46.48,2.65,18.35,26.0,Medium
148.18,35.72,2.69,86.84,59.46,Medium
344.46,49.29,7.81,55.46,24.27,Medium
114.99,65.71,6.28,47.02,72.07,Medium
453.42,41.48,7.3,21.75,69.2,Medium
476.03,90.14,7.29,83.88,62.25,Medium
384.02,32.65,0.79,28.64,43.15,Medium
216.35,72.79,3.23,32.63,30.55,Medium
397.07,33.16,6.65,21.86,59.34,Medium
151.46,35.55,6.07,82.6,22.63,Medium
284.28,92.05,5.3,75.75,47.29,Medium
366.05,99.56,6.31,30.55,9.74,Medium
230.05,25.11,3.91,69.72,43.84,Medium
294.33,25.82,6.56,19.13,4.22,Medium
412.91,90.68,1.24,87.68,76.08,Medium
4.76,42.5,4.82,92.65,63.31,Medium
105.87,96.28,4.91,72.88,55.14,Medium
301.27,79.41,7.08,30.99,40.6,Medium
47.25,55.77,4.27,17.77,54.2,Medium
135.44,90.61,0.33,29.54,66.35,Low
235.79,62.95,5.45,59.58,62.73,Medium
468.72,14.73,1.2,89.31,44.97,Medium
493.1,79.1,3.59,40.51,73.32,Medium
182.8,99.41,2.93,36.0,11.0,Medium
312.15,93.93,6.61,99.62,93.26,Medium
5.25,42.09,6.46,61.81,84.32,Medium
169.1,36.15,4.68,25.25,51.75,Medium
474.29,88.47,3.26,76.2,97.13,Medium
211.95,25.2,0.66,61.39,32.2,Medium
286.61,33.03,7.15,89.55,94.58,Medium
298.12,89.17,7.62,54.27,89.62,Medium
156.32,53.88,1.53,43.16,8.48,Medium
283.6,44.59,5.47,46.3,44.21,Medium
152.61,15.42,6.53,14.81,53.67,Medium
270.93,99.16,6.91,43.95,7.77,Medium
439.12,27.02,2.48,44.85,99.84,Medium
156.04,70.77,4.36,45.04,71.89,Medium
488.82,33.08,6.82,38.35,78.35,Medium
433.59,17.81,7.41,53.4,54.48,Medium
259.52,76.92,2.86,8.73,2.56,Medium
306.11,66.29,7.85,98.45,24.19,Medium
106.28,75.15,4.75,86.6,96.74,Medium
423.31,80.0,3.93,41.85,47.03,Medium
183.86,51.29,0.18,88.51,46.51,Medium
362.0,70.09,3.82,40.83,72.01,Medium
66.91,62.01,1.44,98.9,45.45,Medium
343.85,81.05,2.28,22.4,18.17,Medium
499.92,61.53,5.45,84.08,48.07,Medium
444.37,25.37,5.33,23.24,84.23,Medium
382.48,67.47,4.79,41.21,52.31,Medium
367.2,17.69,1.88,83.42,67.9,Medium
230.79,51.09,7.61,64.51,25.97,Medium
490.22,79.89,4.27,93.7,45.0,Medium
227.55,40.17,2.34,73.08,18.88,Medium
59.64,33.9,1.33,68.74,62.47,Medium
235.82,91.04,3.92,89.45,80.58,Medium
239.74,13.04,2.99,43.9,46.28,Medium
58.23,48.69,5.25,5.97,60.9,Medium
272.92,91.09,5.44,41.91,87.84,Medium
96.03,38.09,7.4,5.79,4.44,Medium
345.74,39.35,7.26,3.55,40.45,Medium
38.25,19.82,3.68,92.24,71.0,Medium
457.31,43.78,0.57,59.95,3.93,Medium
492.12,58.83,1.45,93.81,79.68,Medium
110.19,50.03,3.28,42.63,68.71,Medium
71.25,80.7,4.19,6.93,17.48,Medium
126.73,40.87,3.57,55.16,29.05,Medium
305.87,25.51,7.47,69.88,40.3,Medium
360.58,0.72,3.86,59.22,91.85,Medium
109.89,95.16,1.5,61.56,72.28,Medium
266.14,81.68,4.01,1.96,87.58,Medium
437.03,42.23,7.29,55.15,15.57,Medium
171.13,26.02,5.02,30.81,73.19,Medium
95.58,41.79,0.74,18.58,60.6,Medium
208.3,4.63,3.95,61.88,83.99,Medium
70.24,67.24,6.46,32.78,71.29,Medium
495.27,92.01,3.36,28.13,88.21,Low
49.09,3.12,3.18,4.06,21.08,Medium
333.88,53.17,2.76,65.95,12.84,Medium
61.11,8.75,1.94,88.82,38.59,Medium
463.3,62.26,0.39,69.36,40.76,Medium
260.72,76.45,2.82,78.16,43.32,Medium
314.01,89.02,6.67,85.63,40.54,Medium
123.28,81.08,1.11,10.16,95.85,Medium
383.66,56.83,5.05,24.93,36.28,Medium
457.83,70.28,7.76,90.07,41.42,Medium
171.94,79.91,6.7,4.38,69.13,Medium
325.15,30.5,5.47,5.99,20.69,Medium
145.95,54.02,1.66,63.48,2.77,Medium
155.73,27.09,1.14,97.61,5.59,Medium
265.84,55.47,1.87,36.83,82.6,Medium
144.32,80.51,1.08,21.01,47.88,Low
177.13,4.28,2.62,41.88,33.16,Medium
37.76,5.51,2.36,16.71,19.91,Medium
294.58,55.64,0.58,53.85,86.93,Medium
337.23,47.44,2.24,13.77,67.5,Medium
192.85,67.23,2.83,30.52,31.03,Medium
365.74,6.92,3.94,28.64,29.99,Medium
323.91,4.33,6.77,33.2,37.62,Medium
183.2,9.47,7.85,38.42,20.78,Medium
348.93,32.56,1.38,58.88,94.96,Medium
402.67,38.31,7.75,30.76,14.74,Medium
17.52,80.83,7.56,57.29,88.79,Medium
270.63,79.93,7.89,68.17,80.23,Medium
10.71,67.82,4.79,68.28,67.52,Medium
421.07,14.08,4.95,38.28,13.18,Medium
267.59,63.11,1.08,7.11,82.52,Medium
496.4,69.76,1.67,9.31,34.9,Medium
87.55,64.22,6.87,89.48,66.33,Medium
322.57,3.45,0.47,6.16,83.22,Medium
63.44,2.29,7.56,29.4,18.01,Medium
481.65,99.01,4.12,79.37,93.57,Medium
334.09,12.2,6.85,62.44,70.2,Medium
210.44,13.46,1.22,87.66,40.53,Medium
452.03,98.85,1.35,6.47,57.7,Medium
493.61,86.72,5.32,47.03,97.88,Medium
70.46,35.88,3.71,36.77,18.46,Medium
52.98,41.16,3.45,68.61,59.07,Medium
433.64,29.28,1.48,66.73,38.51,Medium
295.48,42.06,2.35,33.07,41.49,Medium
92.62,21.36,6.44,53.64,2.9,Medium
332.65,42.39,2.62,74.24,42.53,Medium
341.56,34.65,2.75,89.72,56.69,Medium
357.43,79.24,1.86,34.06,64.89,Medium
213.6,98.99,1.38,34.14,14.9,Medium
284.74,83.54,6.73,41.82,37.14,Medium
378.77,14.12,3.84,17.62,60.78,Medium
156.93,37.78,0.81,18.37,44.38,Medium
412.85,64.82,4.56,98.63,51.05,Medium
23.13,45.55,1.09,82.64,55.74,Medium
80.14,42.46,2.74,98.53,10.36,Medium
434.14,59.73,0.98,55.77,70.84,Medium
245.91,14.01,3.38,2.31,21.36,Medium
